"WBIC","lakeChar_Area","lakeChar_Length","lakeChar_MaxDepth","lakeChar_MeanDepth","fishCommunity_Panfish","fishCommunity_Catfish","fishCommunity_Largemouth.Bass","fishCommunity_Musky","fishCommunity_Northern.Pike","fishCommunity_Rainbow.Smelt","fishCommunity_Smallmouth.Bass","fishCommunity_Sturgeon","fishCommunity_Trout","fishCommunity_Walleye","fishCommunity_Cisco","fishingPressure_Landlock","fishingPressure_publicaccess","fishingPressure_accessscore","fishingPressure_mroad_dist","fishingPressure_Road_dist","lakeOrder","riparian_Developed","riparian_Barren","riparian_Forest","riparian_Shrub.Scrub","riparian_Grassland","riparian_Pasture.hay","riparian_CultivatedCrops","riparian_Wetlands","waterQuality_Secchi_satellite","waterQuality_Secchi","waterQuality_Calcium","waterQuality_Conductance","waterQuality_Alkalinity","waterQuality_pH","waterQuality_totalP","waterQuality_Color","waterQuality_Dissolved.OC","waterQuality_MEI","watershed_HUC10","watershed_Developed","watershed_Barren","watershed_Forest","watershed_Shrub.Scrub","watershed_Grassland","watershed_Pasture.hay","watershed_Cultivated","watershed_Wetlands"
25100,1052884.855,7953.745584,16.8,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2198.088005,5.661579,2,0.148584906,0,0.39504717,0.027122642,0.017688679,0.007075472,0.070754717,0.333726415,2.826870391,3.3,36.31666667,424.1945892,175,8.115990421,NA,4,NA,108.7678434,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
25300,3791876.698,18411.56219,31.5,10.2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18.747318,0,2,0.299643282,0,0.409631391,0.042806183,0.05529132,0.046373365,0.05648038,0.089774078,3.174087169,2.7,37.36,429.0012967,170,8.410845949,NA,4,NA,42.05895066,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
25600,174629.7813,3059.192952,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.441834,4.770612,1,0.051679587,0,0.142118863,0,0.007751938,0.020671835,0,0.777777778,1.704631818,2.4,NA,423,240,8.1,NA,1,NA,470,404000303,0.147208435,0.003505895,0.122317417,0.008413589,0.006166794,0.164002037,0.39388301,0.154502823
26400,17974.42144,571.474588,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2955.199774,60.841625,-3,0.151515152,0,0.363636364,0.090909091,0,0.121212121,0.101010101,0.171717172,NA,4,NA,536,265,8.1,NA,4,NA,NA,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
26700,19931.01082,755.308314,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248.175503,103.737755,-3,0,0,0.285714286,0,0,0,0.134453782,0.579831933,NA,1,NA,489,260,8,NA,1,2.7,NA,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
26750,43669.9114,1240.077825,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.885768,89.289838,-3,0.04375,0,0.13125,0.20625,0,0.55625,0,0.0625,NA,1.5,39,390,216,9.9,0.0675,NA,NA,NA,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
26900,22145.99107,550.494678,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507.435238,85.511636,0,0.019607843,0,0.343137255,0.058823529,0,0.039215686,0.088235294,0.450980392,NA,3,NA,211,104,7.6,NA,4,NA,NA,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
27500,142865.6841,1499.474911,10.2,4.2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2831.230101,47.620203,0,0.045918367,0,0.62755102,0,0,0.091836735,0.204081633,0.030612245,3.149640573,1.2,NA,356,180,8.5,NA,1,NA,84.76190476,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
27900,62964.27367,1428.780085,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,825.661543,21.068469,-3,0.082758621,0,0.434482759,0.034482759,0,0.089655172,0.331034483,0.027586207,1.907710838,1.5,NA,461,NA,NA,NA,NA,NA,307.3333333,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
28100,281915.9278,2863.076901,11.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3385.091217,0,0,0.223163842,0,0.257062147,0,0,0,0.192090395,0.327683616,2.409107181,2.25,38,349,175,8.35,0.039,4,NA,68.43137255,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
28300,219356.0191,2399.214702,10.5,3.3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,139.862615,0,-3,0.314285714,0,0.246428571,0,0,0.021428571,0.353571429,0.064285714,2.032213915,1.95,26,286,162,8.45,0.015,4,NA,86.66666667,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
28600,60846.51232,964.329909,11.4,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,250.056974,13.1142,-3,0.14516129,0,0.282258065,0,0,0,0.451612903,0.120967742,2.205169061,2.1,NA,366,220,8.4,NA,1,NA,64.21052632,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
29000,34708.15974,740.24088,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.777509,20.172629,1,0.243697479,0,0.193277311,0,0,0.168067227,0.369747899,0.025210084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
29300,68185.07492,1209.718754,5.4,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258.127474,121.46354,1,0,0,0,0,0.016483516,0.010989011,0.021978022,0.950549451,1.55689263,1.2,NA,500,200,8.1,NA,2,NA,238.0952381,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
29400,18584.58833,502.704756,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.229118,378.326175,-1,0,0,0.197916667,0,0,0.010416667,0.041666667,0.75,NA,2,NA,373,210,7.5,NA,3,2.3,NA,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
29700,181418.9365,1833.43411,6,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1491.693057,43.906745,-2,0.046296296,0,0.157407407,0,0,0,0.101851852,0.694444444,1.878035121,1.8,NA,465,218,8.1,NA,4,5.6,258.3333333,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
30300,856892.6308,5673.039113,6.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,29.880462,14.730543,0,0.428819444,0,0.157986111,0.013888889,0,0.029513889,0.203125,0.166666667,0.869892426,2.1,NA,426,172,8.6,NA,4,NA,236.6666667,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
30500,243604.3032,2524.002282,6.6,2.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1363.828398,191.159235,-3,0,0,0.392982456,0,0,0.09122807,0.231578947,0.284210526,2.642497872,2.7,NA,377,175,8.1,NA,4,NA,179.5238095,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
31900,14387.20933,534.431265,2.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429.427107,48.64546,3,0.12987013,0,0.103896104,0,0,0.272727273,0.194805195,0.298701299,NA,0.6,NA,568,NA,NA,NA,NA,NA,NA,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
32500,453018.8083,3033.368139,12.6,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,413.121679,21.284778,1,0.126153846,0,0.270769231,0.033846154,0,0.070769231,0.178461538,0.32,2.865721652,NA,NA,510,213,8.1,NA,5,NA,106.25,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
32700,10315.11522,375.888939,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.97677,29.145489,-3,0.310810811,0,0.067567568,0.067567568,0,0.054054054,0.040540541,0.459459459,NA,3,NA,505,286,8.1,NA,4,7,NA,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
32800,23715.37031,993.711905,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.759203,48.736592,-3,0.073170732,0,0.390243902,0,0,0,0.349593496,0.18699187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404000301,0.059519318,0.002380964,0.161048197,0.007966795,0.007243193,0.243940125,0.410906104,0.106995304
34100,53781.93955,877.988099,2.4,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1631.236609,42.460658,-3,0.107913669,0,0.057553957,0,0,0.035971223,0.115107914,0.683453237,2.564385256,2.4,NA,478,236,8.1,NA,4,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
34300,40066.22936,1016.731442,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.645493,8.761708,4,0.215827338,0,0.035971223,0.107913669,0,0.417266187,0.028776978,0.194244604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
34500,24434.3397,671.276907,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064.059643,162.491923,1,0,0,0.431192661,0,0,0.009174312,0,0.559633028,NA,1,NA,516,320,8.5,NA,1,5.5,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
34600,28197.77733,823.191439,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2508.360611,459.594239,1,0,0,0.359649123,0.421052632,0,0.219298246,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
34700,37419.27996,720.997025,4.2,2.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3087.942309,258.769613,-3,0,0,0.461538462,0,0,0.076923077,0,0.461538462,2.545705667,2.4,NA,312,166,8.3,NA,4,NA,148.5714286,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
35000,27109.5031,826.331161,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.497628,142.933133,1,0,0,0.670454545,0,0.011363636,0.022727273,0,0.295454545,NA,2,NA,366,198,7,NA,1,5.3,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
35400,255096.7228,5379.729492,1.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.432641,0,4,0.583783784,0,0.142342342,0,0,0.003603604,0.075675676,0.194594595,0.815858166,0.9,NA,495,NA,NA,NA,NA,NA,550,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
35750,26034.41186,1153.763024,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.131565,28.645881,1,0.148148148,0,0.598765432,0,0,0,0.049382716,0.203703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
35900,280582.4446,3748.037193,4.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.657101,9.247118,1,0.133165829,0,0.75879397,0.007537688,0,0,0,0.100502513,2.285366232,1.2,NA,327,173,8.6,NA,1,NA,181.6666667,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
36000,35223.39756,769.284187,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309.309956,207.375241,1,0,0,0.776,0,0.056,0,0,0.168,NA,2,NA,372,200,8.3,NA,2,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
36200,495397.3672,4508.330186,14.1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1235.752115,16.137504,0,0.313131313,0,0.513131313,0.016161616,0.016161616,0,0,0.141414141,4.03087016,2.4,46,442.2139738,194,8.189414414,NA,4,NA,73.70232897,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
36700,344612.1573,2815.060288,1.5,0.9,0,0,0,0,0,0,0,0,0,0,0,1,1,3,797.552571,6.37634,-3,0.118644068,0,0.101694915,0.11299435,0,0.033898305,0.355932203,0.276836158,0.679787177,1.5,NA,297,166,8.5,NA,4,NA,330,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
36800,34404.2131,934.00714,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1713.184042,185.165517,-3,0,0,0.385620915,0.032679739,0.019607843,0,0.254901961,0.307189542,NA,2,NA,284,155,8.4,NA,4,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
37800,103384.1709,1621.901417,7.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2307.464981,34.710889,-3,0.138888889,0,0.444444444,0.092592593,0,0,0.041666667,0.282407407,2.718749524,4.5,NA,307,152,8.4,NA,4,NA,85.27777778,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
37900,378842.8542,3645.319404,9.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2790.271428,4.088144,2,0.087794433,0,0.132762313,0.010706638,0,0,0.042826552,0.725910064,2.035261091,3.3,NA,365,202,8.1,NA,4,NA,101.3888889,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38000,31538.61755,709.73434,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789.255814,32.537789,-2,0,0,0.066666667,0,0,0,0,0.933333333,NA,2,NA,325,182,7.9,NA,1,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38200,284045.2307,2135.44756,6.9,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2163.872952,33.279057,3,0.149253731,0,0.063432836,0,0,0.03358209,0,0.753731343,3.334131404,0.9,NA,516,193,7.6,NA,1,NA,143.3333333,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38500,19269.44112,771.604656,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3229.744716,9.161112,0,0.058252427,0,0.495145631,0,0,0,0,0.446601942,NA,4,NA,491,262,8.2,NA,4,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38700,1713809.35,11229.00864,14.1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16.510164,0,2,0.243111831,0,0.170178282,0.025121556,0.042139384,0.027552674,0.050243112,0.44165316,1.926030057,3.3,NA,366,158,8.6,NA,4,NA,55.45454545,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
38900,117366.3193,2559.028214,7.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,34.841205,24.437531,1,0.283783784,0,0.166666667,0,0.004504505,0,0,0.545045045,NA,1.8,NA,594,265,7.8,NA,4,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
40900,129109.9504,3525.361748,3.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981.589829,0,2,0.307277628,0,0.175202156,0.04851752,0.029649596,0.053908356,0.105121294,0.28032345,2.257076417,2.4,NA,413,NA,NA,NA,NA,NA,275.3333333,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
41900,26090.07598,746.368318,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,851.564876,21.881864,-2,0.026785714,0,0.214285714,0,0,0.044642857,0,0.714285714,NA,2,NA,463,240,8.1,NA,1,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
42200,65965.58156,1044.031356,2.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455.068992,42.783263,-2,0.06,0,0.293333333,0.033333333,0,0,0,0.613333333,0.894556302,2.4,NA,397,177,8.4,NA,4,NA,330.8333333,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
42400,364098.5351,3638.504551,8.7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2256.466997,0,1,0.173076923,0,0.34375,0.012019231,0,0.038461538,0.004807692,0.427884615,1.783116132,3.6,NA,567,117,8.5,NA,1,NA,135,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
42700,44052.73021,980.122844,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776.32147,130.622865,-2,0.050359712,0,0.143884892,0,0,0,0,0.805755396,NA,2,NA,255,124,7.7,NA,1,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
42800,61025.56579,947.856301,5.7,2.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,982.493619,26.857953,-2,0.062937063,0,0.370629371,0,0,0,0,0.566433566,3.268923284,2.1,NA,263,133,9.2,NA,2,NA,97.40740741,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
43100,28092.08993,926.573829,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.765928,29.799959,-3,0,0,0.380597015,0,0.029850746,0.28358209,0.223880597,0.082089552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
43300,66370.72135,2564.27397,3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.021376,0,3,0.291208791,0,0.027472527,0.016483516,0.005494505,0.137362637,0.392857143,0.129120879,1.572090684,1.8,NA,631,NA,NA,NA,NA,NA,525.8333333,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
43700,192851.5133,2073.687078,5.1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199.797774,44.345628,2,0.056768559,0,0.15720524,0,0,0.056768559,0.104803493,0.624454148,1.728921952,1.55,42,396.9,228,7.82,0.03,2,NA,165.375,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
43900,845644.3975,4262.541123,9,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1044.325832,0.426953,-2,0.257142857,0,0.2,0,0,0.13877551,0.136734694,0.267346939,2.401734314,1.2,22,216,126.5,8.3,0.016,4,NA,120,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
44600,57215.96552,1865.745368,1.8,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.636239,20.264805,-3,0.9218107,0,0.053497942,0,0,0,0,0.024691358,0.873149131,0.3,NA,912,168,9.2,NA,5,NA,760,404000306,0.508455101,0.002424795,0.100770528,0.008575496,0.014111549,0.07719425,0.214076909,0.074391372
45000,31027.81623,721.046428,21.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.141926,448.002697,-3,0,0,0.465517241,0,0,0,0.163793103,0.370689655,2.203285814,3.3,NA,327,148,8.3,NA,4,NA,NA,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
45100,552416.9865,5429.23972,6.3,2.7,0,0,0,0,0,0,0,0,0,0,0,1,1,3,657.848359,11.695895,-3,0.191964286,0,0.421875,0.024553571,0.017857143,0.053571429,0.261160714,0.029017857,4.436105761,2.4,27,269.3059571,116,8.248399209,NA,4,NA,99.74294707,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
45200,521944.9872,4245.136502,18.3,6,0,0,0,0,0,0,0,0,0,0,1,1,1,3,969.57311,0,-3,0.49742268,0,0.350515464,0.072164948,0.036082474,0.00257732,0,0.041237113,5.461714976,5.1,NA,302,164,8.5,NA,4,NA,50.33333333,403010109,0.10805982,0.00290277,0.178740957,0.009793542,0.006780484,0.188984472,0.378110111,0.126627845
45300,33073.57401,764.340004,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118.589731,119.396732,0,0,0,0.277777778,0.037037037,0,0.351851852,0.037037037,0.296296296,NA,2,NA,105,49,7.9,NA,4,NA,NA,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
45400,34254.6625,684.891403,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68.737145,69.219977,-3,0.172413793,0,0.00862069,0,0,0.025862069,0,0.793103448,NA,2,NA,303,187,8.3,NA,4,NA,NA,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
45500,27916.15446,888.172368,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1102.149951,26.404999,-2,0.173228346,0,0.228346457,0,0,0,0.031496063,0.566929134,NA,1,NA,362,211,8.8,NA,1,NA,NA,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
45600,38233.3812,727.961825,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1823.821982,80.722505,-3,0,0,0.330275229,0,0,0,0.614678899,0.055045872,NA,2,NA,386,183,8.8,NA,4,NA,NA,403010112,0.174105608,0.005997461,0.046067668,0.004204944,0.005489581,0.205437299,0.46554261,0.093154829
45800,26215.3142,726.892986,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104.459189,103.034244,-3,0.06779661,0,0.144067797,0,0,0.423728814,0,0.36440678,NA,22,NA,270,176,8.5,NA,4,NA,NA,403010107,0.10179589,0.006250463,0.045868589,0.007755261,0.008301058,0.300333646,0.449903792,0.079791302
46000,210178.7625,3710.803064,7.5,2.4,0,0,0,0,0,0,0,0,0,0,0,1,1,3,277.912158,3.677788,-3,0.145205479,0,0.589041096,0.115068493,0,0.01369863,0.057534247,0.079452055,2.905441652,2.15,29,314.625,142.5,8.233333333,0.024,4,NA,131.09375,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
46100,23771.22448,597.398971,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2884.385729,392.269477,-3,0,0,0.565656566,0,0.04040404,0.01010101,0.232323232,0.151515152,NA,NA,NA,77,32,6.9,NA,1,NA,NA,404000302,0.105321579,0.001044776,0.154761083,0.009455412,0.006509068,0.229796953,0.300055244,0.193055886
46200,15366.29292,458.805003,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1832.404251,35.340879,-3,0.197530864,0,0.172839506,0,0.061728395,0.049382716,0.345679012,0.172839506,NA,2,NA,299,152,8.6,NA,4,NA,NA,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
46300,12736.53111,461.577499,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1428.594423,472.562587,-3,0,0,0.666666667,0,0,0,0,0.333333333,NA,1,NA,45,34,7,NA,4,NA,NA,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
46400,25362.70774,591.702203,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1070.902041,575.648249,-3,0,0,0.835051546,0,0,0,0.092783505,0.072164948,NA,1,NA,472,232,7.3,NA,4,NA,NA,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
46500,13435.73919,585.265719,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87.077084,44.254139,-3,0.392156863,0,0.382352941,0,0,0,0,0.225490196,NA,4,NA,626,272,8.7,NA,4,NA,NA,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
46600,34342.86082,739.892484,13.5,10.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88.293377,83.578939,4,0.176470588,0,0.142857143,0.12605042,0,0.058823529,0.277310924,0.218487395,11.55909125,4,NA,494,205,8.4,NA,4,NA,47.04761905,403010108,0.110115886,0.001671386,0.108911243,0.005338656,0.005503127,0.242008686,0.470090637,0.056360379
46700,38505.88876,962.866477,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1627.224553,32.79021,-2,0,0,0.404255319,0.007092199,0,0.056737589,0.106382979,0.425531915,NA,3,NA,360,145,8.7,NA,2,NA,NA,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
46800,70565.32751,1071.006496,14.1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2547.72108,250.436353,-3,0,0,0.006622517,0,0,0,0,0.993377483,4.238139395,1.5,NA,298,136,8.4,NA,4,NA,NA,403010112,0.174105608,0.005997461,0.046067668,0.004204944,0.005489581,0.205437299,0.46554261,0.093154829
47300,10904.88885,389.354155,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,346.49294,262.247674,-2,0,0,0.120879121,0,0,0,0.406593407,0.472527473,NA,1,NA,808,300,6.9,NA,1,NA,NA,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
47400,10364.61236,374.266245,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.330065,23.90689,-2,0.25,0,0.302631579,0.026315789,0,0,0.197368421,0.223684211,NA,2,NA,337,170,8.3,NA,2,NA,NA,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
47500,48200.67793,914.662903,1.5,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.383604,69.244286,1,0.176470588,0,0,0,0,0,0.014705882,0.808823529,1.590776543,1.5,NA,293,132,8.7,NA,2,NA,NA,403010111,0.117098492,0.001704467,0.082298285,0.005394759,0.005269711,0.215432899,0.393201706,0.179599681
47700,80168.8016,1103.55125,2.1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.197067,21.897699,-3,0.202020202,0,0.095959596,0,0.005050505,0,0.545454545,0.151515152,1.520362192,2.1,NA,165,78,7.6,NA,4,NA,NA,403010109,0.10805982,0.00290277,0.178740957,0.009793542,0.006780484,0.188984472,0.378110111,0.126627845
